,EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Mean_Work_Hrs
4066,4067,34.0,Travel_Rarely,Sales,2.0,3,Marketing,Male,4,Healthcare Representative,Single,46950.0,1.0,16.0,1,14.0,2,14.0,2.0,1.0,No,3,3,1,4,2,5.993801552644347
4067,4068,34.0,Travel_Rarely,Research & Development,19.0,3,Technical Degree,Female,1,Research Director,Divorced,33390.0,1.0,16.0,0,9.0,2,8.0,1.0,1.0,No,2,3,4,3,2,6.793736225895317
4068,4069,26.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,Male,2,Research Scientist,Single,20800.0,0.0,13.0,0,8.0,6,7.0,7.0,6.0,No,4,3,3,1,2,6.788305439330544
4069,4070,29.0,Travel_Rarely,Research & Development,2.0,4,Other,Male,2,Laboratory Technician,Married,20960.0,0.0,22.0,0,6.0,2,5.0,0.0,2.0,No,4,4,1,1,2,7.710127504553734
4070,4071,32.0,Non-Travel,Research & Development,3.0,1,Life Sciences,Male,3,Manager,Divorced,62090.0,5.0,17.0,1,9.0,5,5.0,1.0,2.0,No,4,3,3,4,3,6.603065843621399
4071,4072,31.0,Travel_Frequently,Research & Development,25.0,5,Technical Degree,Female,2,Human Resources,Married,180610.0,1.0,14.0,1,10.0,2,10.0,8.0,7.0,No,3,3,4,1,3,6.93400070621469
4072,4073,28.0,Travel_Rarely,Sales,7.0,5,Life Sciences,Female,2,Sales Representative,Divorced,171230.0,5.0,15.0,1,6.0,2,4.0,0.0,3.0,Yes,2,3,3,4,2,6.290863054412437
4073,4074,38.0,Travel_Rarely,Research & Development,9.0,2,Technical Degree,Male,3,Sales Representative,Single,23720.0,4.0,12.0,0,20.0,3,1.0,0.0,0.0,No,2,3,1,1,2,7.242158931082982
4074,4075,35.0,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Male,2,Sales Representative,Married,48830.0,1.0,18.0,1,10.0,1,10.0,0.0,9.0,No,1,3,3,4,3,8.811529597282872
4075,4076,27.0,Travel_Rarely,Sales,2.0,3,Life Sciences,Female,1,Manager,Single,39040.0,1.0,15.0,0,7.0,2,7.0,0.0,7.0,No,3,3,4,4,3,7.889389357712142
4076,4077,32.0,Travel_Rarely,Research & Development,8.0,1,Medical,Female,2,Research Scientist,Single,46270.0,8.0,17.0,1,8.0,2,1.0,0.0,0.0,No,2,3,4,4,3,7.3218153526970955
4077,4078,31.0,Travel_Frequently,Research & Development,2.0,1,Other,Male,3,Sales Executive,Married,70940.0,1.0,14.0,1,10.0,2,10.0,0.0,8.0,Yes,3,3,1,4,3,10.317862787356322
4078,4079,53.0,Travel_Rarely,Research & Development,18.0,3,Medical,Male,1,Research Scientist,Single,34230.0,6.0,15.0,1,15.0,4,2.0,2.0,2.0,Yes,3,3,1,1,2,10.808652777777779
4079,4080,54.0,Travel_Rarely,Research & Development,14.0,3,Other,Male,3,Research Scientist,Married,66740.0,3.0,17.0,1,9.0,2,4.0,2.0,3.0,No,3,3,1,3,2,7.858071256038647
4080,4081,33.0,Travel_Frequently,Research & Development,2.0,4,Medical,Female,4,Sales Executive,Divorced,168800.0,1.0,14.0,3,9.0,2,9.0,2.0,8.0,No,3,3,4,3,3,7.887598308184728
4081,4082,43.0,Travel_Rarely,Research & Development,3.0,3,Medical,Male,1,Research Scientist,Married,90940.0,1.0,12.0,1,10.0,0,10.0,0.0,9.0,No,3,3,1,3,3,7.520212350780533
4082,4083,38.0,Travel_Frequently,Research & Development,2.0,5,Medical,Female,4,Sales Executive,Married,84460.0,0.0,14.0,0,7.0,3,6.0,1.0,2.0,No,2,3,4,2,3,8.003354519774012
4083,4084,55.0,Travel_Rarely,Sales,9.0,3,Marketing,Male,2,Laboratory Technician,Married,119160.0,4.0,15.0,1,35.0,3,10.0,1.0,4.0,No,2,3,3,2,3,8.175601469237833
4084,4085,31.0,Travel_Rarely,Sales,6.0,3,Other,Male,1,Manufacturing Director,Divorced,45340.0,1.0,13.0,0,1.0,2,1.0,0.0,0.0,No,3,3,4,4,3,10.813751177024482
4085,4086,39.0,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,2,Sales Executive,Single,98520.0,0.0,12.0,1,21.0,5,20.0,11.0,10.0,No,2,3,2,1,3,6.089302083333333
4086,4087,42.0,Non-Travel,Research & Development,10.0,4,Life Sciences,Female,2,Research Scientist,Single,61510.0,1.0,13.0,1,20.0,3,20.0,3.0,7.0,No,3,3,4,3,3,6.598213768115943
4087,4088,31.0,Non-Travel,Research & Development,14.0,2,Life Sciences,Male,2,Healthcare Representative,Married,23020.0,4.0,14.0,0,13.0,3,11.0,4.0,8.0,No,3,3,3,3,4,6.097765957446809
4088,4089,54.0,Travel_Rarely,Research & Development,1.0,3,Medical,Female,2,Human Resources,Single,23620.0,6.0,13.0,1,9.0,2,5.0,1.0,4.0,No,4,3,3,1,3,10.500978997289973
4089,4090,24.0,Travel_Rarely,Research & Development,5.0,4,Other,Male,1,Manufacturing Director,Single,178610.0,1.0,11.0,2,4.0,5,4.0,1.0,2.0,No,1,3,2,3,2,6.874406342182891
4090,4091,23.0,Travel_Rarely,Research & Development,7.0,3,Life Sciences,Male,2,Research Scientist,Single,191870.0,1.0,11.0,1,5.0,2,5.0,1.0,4.0,No,3,3,4,4,4,7.025246527777778
4091,4092,40.0,Travel_Frequently,Research & Development,21.0,3,Medical,Female,3,Research Scientist,Married,197170.0,1.0,21.0,0,10.0,1,10.0,9.0,4.0,No,2,4,4,3,4,7.799973599632691
4092,4093,40.0,Travel_Rarely,Research & Development,8.0,1,Medical,Female,5,Research Scientist,Married,35440.0,3.0,18.0,3,15.0,3,11.0,5.0,10.0,No,2,3,2,2,3,6.187881218038123
4093,4094,25.0,Travel_Rarely,Sales,20.0,5,Medical,Female,2,Laboratory Technician,Married,85000.0,4.0,12.0,0,6.0,2,2.0,1.0,2.0,No,3,3,3,2,3,6.211339243498817
4094,4095,30.0,Travel_Rarely,Human Resources,20.0,4,Life Sciences,Male,2,Research Scientist,Married,46610.0,1.0,11.0,0,12.0,3,12.0,1.0,7.0,No,2,3,4,2,2,6.117868794326241
4095,4096,25.0,Travel_Rarely,Research & Development,7.0,2,Medical,Male,5,Sales Executive,Divorced,41030.0,6.0,15.0,1,7.0,2,2.0,0.0,2.0,No,3,3,4,3,2,10.196005910165486
4096,4097,47.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,2,Sales Executive,Single,42490.0,2.0,13.0,1,25.0,2,17.0,12.0,11.0,No,2,3,1,3,3,7.794042824074074
4097,4098,33.0,Non-Travel,Research & Development,1.0,3,Life Sciences,Male,2,Research Scientist,Divorced,140260.0,1.0,12.0,0,1.0,4,1.0,0.0,0.0,No,3,3,2,3,2,6.203211805555555
4098,4099,38.0,Travel_Rarely,Research & Development,19.0,3,Life Sciences,Female,2,Sales Executive,Married,68930.0,0.0,17.0,0,16.0,3,15.0,5.0,8.0,No,3,3,4,2,3,7.91453514739229
4099,4100,31.0,Travel_Rarely,Research & Development,10.0,4,Medical,Female,3,Sales Executive,Married,61250.0,0.0,13.0,1,3.0,3,2.0,1.0,2.0,No,3,3,1,3,3,7.2268888888888885
4100,4101,38.0,Travel_Frequently,Research & Development,1.0,4,Other,Male,2,Research Scientist,Married,36690.0,2.0,19.0,0,10.0,2,8.0,7.0,7.0,No,3,3,1,3,3,6.494887706855792
4101,4102,42.0,Travel_Rarely,Research & Development,6.0,3,Medical,Male,2,Laboratory Technician,Divorced,100080.0,6.0,19.0,1,9.0,3,4.0,1.0,2.0,No,1,3,4,1,2,9.803851165980795
4102,4103,41.0,Travel_Rarely,Sales,2.0,2,Medical,Male,1,Healthcare Representative,Married,23870.0,3.0,17.0,1,12.0,1,5.0,1.0,0.0,No,1,3,4,4,3,7.67073629306162
4103,4104,47.0,Non-Travel,Research & Development,21.0,2,Medical,Male,1,Sales Executive,Married,46390.0,0.0,11.0,1,14.0,2,13.0,5.0,12.0,No,2,3,3,2,1,7.2248530762167125
4104,4105,35.0,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,2,Healthcare Representative,Married,78980.0,7.0,15.0,0,5.0,2,2.0,2.0,2.0,No,2,3,4,3,3,10.381681839402427
4105,4106,22.0,Travel_Rarely,Human Resources,12.0,1,Human Resources,Male,2,Sales Executive,Single,25340.0,0.0,11.0,0,4.0,1,3.0,1.0,2.0,No,3,3,4,3,4,6.414363173216885
4106,4107,35.0,Travel_Rarely,Research & Development,9.0,3,Medical,Female,2,Sales Executive,Single,131420.0,1.0,25.0,2,10.0,4,10.0,0.0,8.0,No,3,4,2,3,3,7.986352859135286
4107,4108,33.0,Travel_Rarely,Sales,3.0,4,Medical,Male,3,Healthcare Representative,Married,16110.0,0.0,14.0,0,10.0,2,9.0,8.0,1.0,No,2,3,2,4,3,9.070098253275109
4108,4109,32.0,Travel_Rarely,Research & Development,3.0,2,Technical Degree,Male,3,Manufacturing Director,Single,53630.0,1.0,13.0,0,6.0,4,6.0,4.0,1.0,No,3,3,3,2,3,6.992426006792819
4109,4110,40.0,Travel_Rarely,Research & Development,1.0,4,Medical,Male,2,Research Director,Married,50710.0,8.0,17.0,1,8.0,3,1.0,0.0,0.0,No,2,3,1,4,2,6.217579033007904
4110,4111,32.0,Travel_Rarely,Research & Development,1.0,2,Medical,Male,3,Sales Executive,Married,136950.0,0.0,13.0,0,3.0,3,2.0,2.0,2.0,No,3,3,2,2,3,6.02121158392435
4111,4112,39.0,Travel_Rarely,Research & Development,4.0,4,Life Sciences,Male,1,Sales Executive,Single,134020.0,7.0,14.0,1,18.0,1,7.0,1.0,7.0,No,3,3,1,4,3,8.004868173258004
4112,4113,38.0,Travel_Rarely,Sales,20.0,4,Medical,Female,2,Research Director,Married,20290.0,3.0,11.0,1,20.0,3,18.0,1.0,11.0,No,2,3,2,3,3,8.04372015610652
4113,4114,32.0,Travel_Rarely,Research & Development,18.0,3,Life Sciences,Male,2,Manager,Married,63770.0,1.0,12.0,2,14.0,3,14.0,5.0,7.0,No,3,3,3,4,3,7.899861111111111
4114,4115,37.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Female,4,Sales Executive,Married,54290.0,1.0,17.0,1,16.0,3,16.0,6.0,8.0,No,3,3,3,4,3,9.395383881735814
4115,4116,25.0,Travel_Rarely,Research & Development,2.0,4,Medical,Female,2,Manufacturing Director,Divorced,27850.0,0.0,21.0,0,6.0,2,5.0,0.0,4.0,No,3,4,1,3,2,7.9726721763085395
4116,4117,52.0,Non-Travel,Research & Development,2.0,4,Other,Male,1,Manager,Divorced,46140.0,2.0,16.0,1,16.0,3,9.0,0.0,0.0,No,3,3,1,4,3,6.776608063759963
4117,4118,44.0,Travel_Rarely,Research & Development,8.0,1,Life Sciences,Female,1,Sales Representative,Single,26100.0,6.0,15.0,0,6.0,2,4.0,1.0,2.0,No,3,3,2,4,3,10.79869467984934
4118,4119,21.0,Travel_Rarely,Sales,10.0,5,Medical,Male,3,Research Scientist,Single,66870.0,1.0,19.0,3,2.0,0,2.0,1.0,2.0,No,3,3,3,1,3,8.192936676082862
4119,4120,39.0,Non-Travel,Research & Development,3.0,4,Life Sciences,Female,2,Research Director,Single,47240.0,2.0,12.0,1,21.0,4,6.0,1.0,3.0,No,4,3,4,4,2,6.270208042770805
4120,4121,23.0,Travel_Frequently,Research & Development,2.0,4,Life Sciences,Female,2,Manufacturing Director,Married,61790.0,1.0,11.0,0,1.0,3,1.0,1.0,0.0,Yes,3,3,4,1,2,7.99859977324263
4121,4122,36.0,Travel_Rarely,Research & Development,24.0,3,Life Sciences,Female,2,Laboratory Technician,Married,61200.0,0.0,19.0,0,10.0,2,9.0,3.0,4.0,No,3,3,1,4,3,7.8377682811016145
4122,4123,36.0,Travel_Frequently,Research & Development,16.0,1,Medical,Male,2,Sales Executive,Divorced,105960.0,7.0,15.0,0,18.0,3,4.0,0.0,2.0,No,2,3,4,2,3,7.801609510745313
4123,4124,56.0,Non-Travel,Research & Development,8.0,1,Life Sciences,Male,1,Sales Executive,Divorced,54670.0,1.0,20.0,0,13.0,6,13.0,1.0,9.0,No,2,4,3,3,2,6.571621168582375
4124,4125,29.0,Travel_Rarely,Research & Development,9.0,4,Medical,Male,2,Sales Representative,Married,29960.0,9.0,25.0,0,4.0,4,2.0,2.0,2.0,Yes,3,4,1,4,4,10.940326135852452
4125,4126,42.0,Travel_Rarely,Research & Development,17.0,1,Life Sciences,Male,3,Research Scientist,Married,99980.0,5.0,24.0,2,24.0,3,22.0,4.0,14.0,No,2,4,1,3,2,7.361333802156587
4126,4127,56.0,Travel_Rarely,Sales,10.0,4,Other,Male,2,Sales Executive,Married,40780.0,8.0,24.0,1,14.0,3,10.0,9.0,8.0,Yes,3,4,4,3,1,6.802081018518518
4127,4128,41.0,Travel_Rarely,Research & Development,13.0,4,Life Sciences,Female,1,Healthcare Representative,Married,109200.0,0.0,15.0,1,21.0,3,20.0,0.0,10.0,No,4,3,1,2,3,7.7766064814814815
4128,4129,34.0,Travel_Rarely,Sales,1.0,3,Medical,Female,1,Laboratory Technician,Married,62320.0,1.0,13.0,1,8.0,3,8.0,1.0,7.0,No,3,3,4,3,3,7.387210837887067
4129,4130,36.0,Non-Travel,Sales,1.0,1,Medical,Female,1,Human Resources,Divorced,132470.0,1.0,14.0,0,15.0,3,15.0,11.0,11.0,No,3,3,4,4,2,7.725861823361823
4130,4131,41.0,Travel_Rarely,Research & Development,1.0,5,Medical,Male,1,Healthcare Representative,Divorced,40810.0,2.0,13.0,0,14.0,3,5.0,0.0,4.0,No,3,3,3,2,3,7.090625
4131,4132,32.0,Travel_Rarely,Sales,9.0,4,Life Sciences,Female,2,Research Scientist,Single,57690.0,1.0,11.0,0,4.0,3,4.0,1.0,2.0,No,3,3,4,1,3,6.66114406779661
4132,4133,35.0,Travel_Rarely,Research & Development,16.0,3,Medical,Female,2,Healthcare Representative,Single,23940.0,1.0,16.0,1,9.0,3,9.0,1.0,7.0,No,3,3,3,4,3,10.475925541724296
4133,4134,38.0,Travel_Rarely,Research & Development,23.0,3,Medical,Male,3,Sales Representative,Married,39040.0,1.0,22.0,0,10.0,3,10.0,1.0,9.0,No,2,4,1,4,3,6.927081560283687
4134,4135,50.0,Travel_Frequently,Sales,4.0,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990.0,7.0,14.0,1,12.0,2,6.0,0.0,1.0,Yes,2,3,2,3,3,7.187586445366529
4135,4136,36.0,Travel_Rarely,Research & Development,22.0,4,Life Sciences,Male,1,Healthcare Representative,Married,29500.0,4.0,14.0,0,8.0,1,6.0,0.0,0.0,No,2,3,2,4,2,6.304837369420703
4136,4137,45.0,Travel_Rarely,Sales,24.0,3,Life Sciences,Male,1,Laboratory Technician,Single,36290.0,8.0,16.0,1,8.0,2,5.0,0.0,1.0,No,4,3,4,3,3,6.104605200945627
4137,4138,40.0,Travel_Rarely,Sales,10.0,4,Life Sciences,Male,1,Research Scientist,Single,93620.0,2.0,11.0,1,8.0,6,2.0,2.0,2.0,No,3,3,3,3,3,6.195991379310345
4138,4139,35.0,Travel_Frequently,Sales,7.0,2,Life Sciences,Male,2,Manufacturing Director,Married,32290.0,1.0,25.0,0,10.0,2,10.0,0.0,2.0,No,2,4,3,3,4,8.405673436041083
4139,4140,40.0,Travel_Rarely,Research & Development,17.0,4,Life Sciences,Male,1,Manager,Married,35780.0,2.0,14.0,1,20.0,2,5.0,0.0,2.0,No,3,3,3,3,3,7.508661616161617
4140,4141,35.0,Travel_Rarely,Human Resources,14.0,1,Life Sciences,Male,2,Research Scientist,Married,79880.0,1.0,18.0,0,4.0,3,4.0,1.0,1.0,No,3,3,3,4,3,6.858034934497817
4141,4142,29.0,Travel_Rarely,Research & Development,1.0,3,Medical,Male,3,Sales Executive,Married,42840.0,4.0,11.0,0,10.0,5,4.0,0.0,3.0,No,2,3,4,2,3,9.820634578544063
4142,4143,29.0,Travel_Rarely,Research & Development,5.0,3,Medical,Male,2,Sales Representative,Single,75530.0,1.0,19.0,0,5.0,3,5.0,0.0,4.0,No,3,3,4,1,1,6.062686403508772
4143,4144,50.0,Travel_Rarely,Research & Development,17.0,3,Medical,Male,1,Research Scientist,Divorced,173280.0,4.0,15.0,2,20.0,1,3.0,2.0,0.0,Yes,3,3,4,1,3,9.617874596588289
4144,4145,39.0,Travel_Rarely,Sales,25.0,3,Medical,Male,2,Sales Executive,Married,197010.0,0.0,11.0,0,21.0,3,20.0,9.0,6.0,No,4,3,2,4,2,7.53757430269776
4145,4146,31.0,Non-Travel,Research & Development,8.0,4,Life Sciences,Female,4,Sales Executive,Single,147320.0,0.0,12.0,0,10.0,3,9.0,1.0,7.0,No,3,3,2,1,3,7.313956056466302
4146,4147,26.0,Travel_Rarely,Research & Development,11.0,4,Medical,Male,2,Manager,Single,92780.0,0.0,20.0,0,5.0,3,4.0,0.0,0.0,No,3,4,4,3,3,7.488528985507246
4147,4148,36.0,Travel_Frequently,Research & Development,5.0,1,Technical Degree,Male,1,Sales Executive,Married,13590.0,4.0,12.0,0,17.0,2,5.0,0.0,3.0,No,3,3,3,4,3,7.731271990740741
4148,4149,39.0,Travel_Rarely,Research & Development,2.0,1,Medical,Female,1,Research Scientist,Married,47790.0,4.0,14.0,2,9.0,3,7.0,1.0,7.0,No,3,3,4,1,3,5.986141044061302
4149,4150,27.0,Travel_Rarely,Research & Development,8.0,2,Medical,Male,1,Laboratory Technician,Married,164220.0,1.0,20.0,1,6.0,3,6.0,0.0,3.0,No,3,4,2,2,3,9.328113275613276
4150,4151,49.0,Travel_Frequently,Research & Development,6.0,1,Medical,Male,3,Healthcare Representative,Married,29960.0,2.0,18.0,1,17.0,2,9.0,0.0,8.0,No,2,3,4,2,2,6.417208333333334
4151,4152,34.0,Travel_Rarely,Sales,4.0,3,Medical,Female,1,Sales Executive,Married,12610.0,2.0,14.0,1,6.0,6,4.0,1.0,2.0,No,3,3,2,3,4,6.4703896263520155
4152,4153,41.0,Travel_Rarely,Research & Development,7.0,2,Life Sciences,Female,1,Research Scientist,Single,20990.0,8.0,12.0,1,8.0,2,6.0,0.0,5.0,Yes,3,3,2,4,1,8.586371082621083
4153,4154,49.0,Travel_Frequently,Sales,1.0,4,Life Sciences,Female,2,Manufacturing Director,Married,58100.0,1.0,21.0,1,10.0,2,10.0,1.0,7.0,No,3,4,3,2,3,6.697658066015807
4154,4155,37.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,1,Sales Executive,Single,56470.0,6.0,19.0,0,7.0,2,0.0,0.0,0.0,Yes,3,3,4,3,3,8.490649320206282
4155,4156,33.0,Travel_Frequently,Research & Development,10.0,2,Medical,Male,2,Research Scientist,Married,34200.0,1.0,14.0,0,8.0,3,8.0,3.0,0.0,No,3,3,4,3,3,9.498488160291439
4156,4157,27.0,Travel_Rarely,Sales,5.0,4,Medical,Female,4,Manufacturing Director,Married,44000.0,9.0,17.0,1,6.0,3,2.0,2.0,2.0,No,2,3,1,2,3,6.415852741387676
4157,4158,32.0,Travel_Frequently,Research & Development,9.0,2,Medical,Female,2,Research Scientist,Single,35000.0,0.0,16.0,1,8.0,2,7.0,3.0,6.0,No,2,3,4,4,2,7.343237667127708
4158,4159,59.0,Travel_Rarely,Sales,2.0,2,Marketing,Female,5,Sales Representative,Married,20660.0,4.0,12.0,1,12.0,3,1.0,0.0,0.0,No,3,3,3,1,2,10.021274231678488
4159,4160,30.0,Travel_Rarely,Research & Development,11.0,4,Medical,Male,2,Laboratory Technician,Divorced,171690.0,1.0,17.0,2,1.0,2,1.0,0.0,0.0,No,3,3,4,3,3,6.38853481163567
4160,4161,38.0,Travel_Frequently,Sales,18.0,4,Life Sciences,Male,2,Healthcare Representative,Single,41620.0,0.0,15.0,1,10.0,1,9.0,1.0,8.0,No,3,3,4,3,3,7.987472222222222
4161,4162,36.0,Travel_Rarely,Research & Development,7.0,3,Life Sciences,Male,1,Sales Executive,Married,92040.0,6.0,23.0,1,17.0,2,7.0,7.0,7.0,No,3,4,3,3,2,7.807432336182337
4162,4163,35.0,Travel_Rarely,Human Resources,3.0,4,Human Resources,Male,2,Manager,Married,32940.0,0.0,11.0,0,6.0,2,5.0,0.0,3.0,No,3,3,1,2,3,7.5059746168582375
4163,4164,29.0,Travel_Rarely,Sales,29.0,4,Life Sciences,Male,2,Laboratory Technician,Single,21270.0,0.0,11.0,1,10.0,3,9.0,0.0,8.0,No,2,3,4,3,3,10.701363127240143
4164,4165,31.0,Travel_Rarely,Research & Development,2.0,2,Medical,Male,2,Laboratory Technician,Divorced,39750.0,1.0,15.0,1,5.0,3,5.0,4.0,3.0,No,3,3,1,3,2,6.289178436911487
4165,4166,34.0,Travel_Rarely,Research & Development,28.0,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930.0,0.0,11.0,3,3.0,1,2.0,1.0,2.0,No,2,3,2,4,3,7.597329244829245
4166,4167,28.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,5,Research Director,Single,100960.0,5.0,13.0,0,6.0,2,4.0,0.0,3.0,Yes,3,3,3,3,3,10.496136584182436
4167,4168,29.0,Travel_Rarely,Research & Development,16.0,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460.0,1.0,14.0,0,10.0,3,10.0,8.0,8.0,No,4,3,2,1,3,8.015278964862299
4168,4169,32.0,Travel_Rarely,Human Resources,22.0,3,Human Resources,Female,2,Research Director,Divorced,74460.0,0.0,19.0,0,7.0,3,6.0,0.0,5.0,No,3,3,1,2,2,10.699560669456067
4169,4170,22.0,Non-Travel,Research & Development,8.0,3,Life Sciences,Female,3,Sales Executive,Divorced,108510.0,1.0,16.0,1,1.0,2,1.0,0.0,0.0,No,4,3,4,4,2,9.981459836459837
4170,4171,53.0,Travel_Rarely,Research & Development,11.0,3,Medical,Male,2,Manager,Married,21090.0,2.0,13.0,0,31.0,3,25.0,3.0,7.0,No,3,3,1,4,3,8.030597928436912
4171,4172,38.0,Travel_Rarely,Research & Development,29.0,3,Life Sciences,Female,1,Manufacturing Director,Single,37220.0,5.0,14.0,0,6.0,0,3.0,1.0,2.0,No,3,3,4,4,3,9.70982456140351
4172,4173,24.0,Non-Travel,Research & Development,1.0,5,Life Sciences,Male,3,Research Scientist,Divorced,93800.0,0.0,16.0,0,5.0,2,4.0,1.0,3.0,No,2,3,1,3,2,6.899938936781609
4173,4174,36.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Male,1,Research Director,Single,54860.0,7.0,12.0,1,10.0,2,5.0,0.0,3.0,Yes,3,3,3,1,3,6.495408357075024
4174,4175,34.0,Travel_Rarely,Sales,24.0,3,Marketing,Male,4,Research Scientist,Single,27420.0,0.0,11.0,1,13.0,2,12.0,2.0,11.0,No,3,3,1,2,3,6.1428113425925925
4175,4176,21.0,Travel_Rarely,Sales,2.0,3,Life Sciences,Male,2,Manufacturing Director,Single,137570.0,1.0,12.0,1,0.0,3,0.0,0.0,0.0,No,3,3,3,4,3,5.9861622807017545
4176,4177,34.0,Travel_Rarely,Sales,15.0,2,Marketing,Female,2,Research Scientist,Single,84630.0,2.0,13.0,0,8.0,2,4.0,1.0,3.0,Yes,1,3,2,1,3,7.79967320261438
4177,4178,53.0,Travel_Rarely,Sales,2.0,1,Life Sciences,Male,5,Human Resources,Divorced,31620.0,4.0,15.0,0,26.0,4,14.0,4.0,8.0,No,3,3,3,3,2,7.515122448979591
4178,4179,32.0,Travel_Frequently,Research & Development,10.0,3,Medical,Female,2,Manufacturing Director,Single,165980.0,1.0,13.0,0,10.0,2,10.0,6.0,7.0,Yes,3,3,2,1,3,9.541501661918328
4179,4180,42.0,Travel_Rarely,Research & Development,10.0,3,Technical Degree,Male,2,Laboratory Technician,Married,66510.0,0.0,20.0,0,10.0,5,9.0,4.0,2.0,No,2,4,3,2,3,6.92253032508491
4180,4181,44.0,Travel_Rarely,Research & Development,3.0,1,Life Sciences,Female,1,Manufacturing Director,Married,23450.0,3.0,15.0,2,24.0,0,22.0,5.0,17.0,No,3,3,1,4,3,7.089795381801554
4181,4182,46.0,Travel_Rarely,Sales,2.0,3,Life Sciences,Female,1,Research Scientist,Single,34200.0,3.0,13.0,2,22.0,3,2.0,2.0,1.0,No,1,3,2,1,2,8.047628472222222
4182,4183,33.0,Travel_Rarely,Sales,3.0,3,Medical,Male,1,Manufacturing Director,Single,43730.0,4.0,14.0,0,7.0,3,1.0,0.0,0.0,No,3,3,3,4,3,6.498398345153664
4183,4184,44.0,Travel_Rarely,Human Resources,26.0,3,Life Sciences,Male,5,Healthcare Representative,Married,47590.0,2.0,21.0,0,9.0,2,4.0,1.0,3.0,No,3,4,4,4,4,8.49551521438451
4184,4185,30.0,Travel_Rarely,Research & Development,1.0,4,Technical Degree,Female,1,Research Scientist,Single,53010.0,1.0,16.0,1,10.0,3,10.0,1.0,8.0,No,3,3,4,3,3,6.059143421664342
4185,4186,39.0,Travel_Rarely,Human Resources,1.0,4,Medical,Male,1,Sales Executive,Married,36730.0,3.0,14.0,1,19.0,3,1.0,0.0,0.0,Yes,3,3,4,4,4,6.5079414476717385
4186,4187,24.0,Travel_Rarely,Human Resources,2.0,5,Human Resources,Male,3,Sales Executive,Married,47680.0,2.0,11.0,1,6.0,2,2.0,2.0,0.0,Yes,2,3,2,4,2,9.683534013605442
4187,4188,43.0,Travel_Rarely,Sales,9.0,5,Technical Degree,Female,1,Research Director,Divorced,12740.0,1.0,19.0,0,6.0,3,5.0,1.0,4.0,No,2,3,4,3,2,6.5083962488129155
4188,4189,50.0,Travel_Rarely,Research & Development,12.0,4,Medical,Male,1,Research Director,Married,49000.0,1.0,11.0,0,3.0,3,3.0,0.0,2.0,Yes,2,3,1,3,3,8.930534934497816
4189,4190,35.0,Travel_Rarely,Sales,2.0,4,Marketing,Male,3,Manufacturing Director,Married,104660.0,1.0,13.0,0,2.0,1,2.0,2.0,2.0,No,3,3,4,4,3,7.090280162136385
4190,4191,36.0,Travel_Rarely,Research & Development,25.0,1,Life Sciences,Female,4,Sales Executive,Married,170070.0,9.0,12.0,1,6.0,2,1.0,0.0,0.0,No,2,3,2,1,4,9.11446905766526
4191,4192,33.0,Travel_Frequently,Sales,9.0,2,Marketing,Male,4,Human Resources,Married,29090.0,2.0,11.0,0,10.0,2,5.0,1.0,3.0,No,2,3,3,1,3,6.563536727103673
4192,4193,35.0,Travel_Rarely,Research & Development,10.0,1,Medical,Male,1,Research Scientist,Divorced,57650.0,1.0,14.0,1,1.0,2,1.0,0.0,0.0,No,3,3,3,4,3,6.195321576763485
4193,4194,27.0,Travel_Rarely,Sales,8.0,2,Marketing,Female,3,Research Scientist,Divorced,45990.0,1.0,15.0,1,1.0,3,1.0,0.0,0.0,No,2,3,4,1,3,7.592880055788005
4194,4195,26.0,Travel_Rarely,Sales,4.0,3,Marketing,Male,2,Manager,Single,24040.0,1.0,12.0,0,1.0,6,1.0,0.0,1.0,Yes,3,3,1,3,2,7.717430254930255
4195,4196,27.0,Travel_Frequently,Sales,24.0,3,Life Sciences,Male,4,Healthcare Representative,Single,31720.0,1.0,20.0,1,9.0,1,9.0,1.0,7.0,No,3,4,4,3,3,6.806234161793372
4196,4197,30.0,Travel_Frequently,Research & Development,1.0,4,Medical,Male,1,Research Scientist,Single,20330.0,1.0,14.0,1,12.0,3,12.0,3.0,7.0,No,1,3,3,4,3,6.819847940613027
